ACT,AGE,AGO,ANC,C,CEN,CIV,CLS,CRS,CU,DG,DLG,EN,FR,GOV,ID,MRQ,NFC,PLA,PSS,RISKY,SX,TV,USG,VN,VV
PROFESSIONS_MEDICALES,1,6,3,T,122,Mr,6,CI-4P,1,TUNIS SUD,Beni Khedache,ES,1,Medenine,756053,PEUGEOT,2,2,4,No,M,4BB2A2,VP,2,2
EMPLOYE,4,2,5,T,116,Mr,1,CI-4P,1,TUNIS NORD,Ezzouhour  (Tunis),ES,0,Tunis,262253,RENAULT,5,2,3,No,M,4SRAP4,VP,3,3
EDUCATION_FORMATION,4,5,2,T,124,Mme,4,CI-4P,1,SAHEL,Mahdia,ES,0,Mahdia,848253,PEUGEOT,5,2,2,No,F,2AHFX2,VP,1,1
ACTIVITES_ARTISTIQUES,2,6,1,T,113,Mr,8,CI-4P,1,TUNIS CENTRE,Testour,ES,1,Beja,1108253,RENAULT,2,2,2,Yes,M,139700,VP,1,1
RETRAITE,6,3,2,T,109,Mr,8,CI-4P,1,CAPBON,Nabeul,DI,1,Nabeul,860654,CHEVROLET,2,2,2,No,M,M1,VP,2,2
EDUCATION_FORMATION,3,4,4,T,111,Mme,1,CI-4P,1,SAHEL,Monastir,DI,0,Monastir,545654,VOLKSWAGEN,5,2,3,No,F,1K,VP,4,4
RETRAITE,5,6,3,T,130,Mr,3,CI-4P,1,TUNIS SUD,Ezzahra,ES,1,Ben Arous,109054,VOLKSWAGEN,5,2,4,No,M,GBJXS/FC,VP,2,2
CORPS_ACTIFS,2,3,2,T,128,Mme,8,BREAK,5,TUNIS NORD,Kalaat Landlous,DI,0,Ariana,884254,VOLKSWAGEN,5,2,3,No,F,1K,VP,4,4
EMPLOYE,5,6,3,T,191,Mr,4,CI-4P,1,SAHEL,Ksar Helal,ES,1,Monastir,825654,RENAULT,5,2,3,No,M,BMRF05,VP,2,2
EMPLOYE,3,2,2,T,112,Mme,1,CI-4P,1,TUNIS CENTRE,Mornag,ES,1,Ben Arous,608854,CHERY,2,2,3,No,F,A3XAE11TL5W,VP,4,4
PROFESSIONS_MEDICALES,6,4,3,T,109,Mme,4,BREAK,1,CAPBON,Dar Chaabane Elfehri,ES,0,Nabeul,756854,CITROEN,5,2,3,No,F,GJKFWC,VP,3,2
PARAMEDICAL,3,6,3,T,181,Mr,2,CI-4P,1,SAHEL,Kairouan Sud,ES,0,Kairouan,749654,VOLKSWAGEN,5,2,2,No,M,6N10H5,VP,1,1
GERANT_DIRIGEANT,3,3,2,T,188,Mr,4,CI-4P,1,CAPBON,Korba,ES,0,Nabeul,851654,MERCEDES-BENZ,5,2,3,No,M,245G,VP,5,5
INGENIEUR,5,4,4,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,El Omrane Superieur,DI,1,Tunis,520054,MERCEDES-BENZ,2,2,4,Yes,M,203008,VP,3,3
EDUCATION_FORMATION,3,2,2,T,116,Mme,4,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,579854,FORD,2,2,3,No,F,JA8HB,VP,3,3
PROFESSIONS_MEDICALES,3,2,4,T,118,Mr,1,CI-4P,1,SAHEL,Akouda,ES,0,Sousse,553854,MERCEDES-BENZ,5,2,5,No,M,253946,VP,5,5
PROFESSIONS_MEDICALES,3,5,4,T,116,Mr,1,CI-4P,1,TUNIS NORD,Korba,DI,1,Nabeul,505054,VOLKSWAGEN,2,2,3,No,M,1J,VP,3,3
PROFESSIONS_MEDICALES,8,2,2,T,151,Entreprise,8,CI-4P,1,SAHEL,Sousse Riadh,ES,1,Sousse,852654,MAZDA,2,2,3,Yes,JP,DJ2HAA,VP,4,4
ARTISAN,4,2,2,T,152,Mr,3,CAMIONNETTE,1,SAHEL,Nabeul,DI,0,Nabeul,906254,DFSK,5,2,4,No,M,UN217,u1,4,4
EDUCATION_FORMATION,3,4,3,T,101,Mr,1,CI-4P,5,TUNIS CENTRE,Bou Mhel El Bassatine,ES,1,Ben Arous,682854,VOLKSWAGEN,2,2,4,No,M,1K,VP,4,4
RETRAITE,6,5,2,T,108,Mr,3,CI-4P,1,NORD OUEST,Beja Nord,DI,1,Beja,375854,RENAULT,2,2,3,No,M,SMOF05,VP,2,2
GERANT_DIRIGEANT,3,3,3,T,132,Mr,4,CI-4P,1,SAHEL,Sousse Ville,DI,1,Sousse,487454,PEUGEOT,2,2,3,No,M,OA9HZH,VP,4,4
PROFESSIONS_MEDICALES,4,2,2,T,116,Mr,8,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,152854,FORD,2,2,4,Yes,M,BA7J4,VP,4,4
PROFESSIONS_MEDICALES,0,2,3,T,101,Mr,5,CI-4P,1,TUNIS CENTRE,Bou Mhel El Bassatine,ES,1,Ben Arous,807454,MAZDA,2,2,3,Yes,M,BM32ZM,VP,4,4
EDUCATION_FORMATION,4,3,3,T,130,Mme,2,CI-4P,1,TUNIS SUD,Ezzahra,ES,1,Ben Arous,566054,FIAT,2,2,3,No,F,188XA1A01XX,VP,3,3
ARTISAN,4,4,2,T,193,Mr,3,CI-2P,1,NORD OUEST,Feriana,DI,1,Kasserine,438654,ISUZU,2,2,5,Yes,M,EL34C,u1,3,3
EDUCATION_FORMATION,4,5,3,T,115,Mme,4,CI-4P,5,TUNIS CENTRE,La Soukra,ES,1,Ariana,542454,RENAULT,2,2,2,No,F,BBOAOF,VP,2,2
EMPLOYE,5,5,3,T,102,Mr,3,CI-4P,1,TUNIS NORD,Ras Jebel,ES,0,Bizerte,457254,PEUGEOT,5,2,2,Yes,M,2AHFX2,VP,2,2
INGENIEUR,2,4,1,T,173,Mme,8,CI-4P,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,1068654,SEAT,2,2,3,No,F,6J52C4,VP,3,3
ACTIVITES_COMMERCIALES,4,3,5,T,130,Mr,2,CI-4P,1,TUNIS SUD,Ezzahra,ES,1,Ben Arous,274454,RENAULT,5,2,4,No,M,PB815,VP,5,5
PROFESSIONS_MEDICALES,1,4,2,T,807,Mr,9,CI-4P,1,SAHEL,Monastir,DI,1,Monastir,1009654,CITROEN,2,2,3,No,M,RD9HZC,VP,3,3
RETRAITE,5,2,5,T,111,Mme,1,CI-4P,1,SAHEL,Ouerdanine,ES,0,Monastir,198254,RENAULT,5,2,3,No,F,5R0K0H,VP,4,4
EDUCATION_FORMATION,5,6,5,T,126,Mr,1,CI-4P,1,NORD OUEST,Jendouba Nord,ES,1,Jendouba,206254,OPEL,2,2,2,No,M,CB7468NB,VP,1,1
EDUCATION_FORMATION,5,3,5,T,105,Mr,1,CI-4P,1,TUNIS CENTRE,La Medina,ES,0,Tunis,129054,CHEVROLET,5,2,3,No,M,TJ5CD,VP,3,3
EDUCATION_FORMATION,4,4,3,T,111,Mr,2,CI-4P,1,SAHEL,Sayada Lamta Bou Hajar,DI,1,Monastir,281654,VOLKSWAGEN,2,2,3,No,M,1K,VP,4,4
GERANT_DIRIGEANT,3,4,1,T,188,Entreprise,4,CI-4P,1,CAPBON,Hammamet,ES,1,Nabeul,802454,VOLKSWAGEN,2,2,3,Yes,JP,6R12C4,VP,2,2
EDUCATION_FORMATION,4,4,2,T,151,Mme,8,CI-4P,1,SAHEL,Hammam Sousse,ES,0,Sousse,863454,KIA,5,2,2,No,F,BA2432,VP,2,2
PROFESSIONS_MEDICALES,1,6,2,T,115,Mr,5,CI-4P,1,TUNIS CENTRE,Ariana Ville,ES,1,Ariana,736054,VOLKSWAGEN,2,2,3,No,M,6N,VP,2,2
PROFESSIONS_MEDICALES,3,3,3,T,151,Mr,2,CI-4P,1,SAHEL,Sousse Ville,DI,0,Sousse,732054,DACIA,5,2,3,No,M,HSDAC6,VP,4,4
EDUCATION_FORMATION,3,4,2,T,111,Mr,8,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,760654,B.M.W.,5,2,4,No,M,VA5104,VP,4,4
ACTIVITES_COMMERCIALES,2,5,2,T,193,Mr,3,CI-4P,2,NORD OUEST,Feriana,ES,1,Kasserine,786454,OPEL,5,2,4,No,M,TFS86J,u1,2,2
PROFESSIONNEL_CONSULTANT_EXPERT,2,4,1,T,111,Mme,8,CI-4P,1,SAHEL,Ksibet El Mediouni,DI,0,Monastir,1093454,VOLKSWAGEN,5,2,3,No,F,3C,VP,3,3
EDUCATION_FORMATION,3,4,3,T,111,Mme,3,BREAK,1,SAHEL,Sousse Ville,DI,0,Sousse,653054,SSANGYONG,5,2,5,No,F,SOA1K8,VP,4,4
PROFESSIONS_MEDICALES,3,2,1,T,121,Mr,3,CI-2P,2,SUD,El Guettar,DI,0,Gafsa,1057454,ISUZU,5,2,4,Yes,M,TFR54JSL,u1,4,4
RETRAITE,5,4,4,T,112,Mr,1,CI-4P,1,TUNIS CENTRE,La Soukra,ES,0,Ariana,282654,PEUGEOT,5,2,3,No,M,2BKFWA,VP,2,2
RETRAITE,5,6,4,T,102,Mr,2,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,0,Bizerte,122854,AUDI,5,2,4,Yes,M,89NE,VP,1,1
EMPLOYE,2,4,2,T,112,Mme,8,CI-4P,1,TUNIS CENTRE,Rades,ES,1,Ben Arous,853054,RENAULT,2,2,3,No,F,BR120H,VP,2,2
AGRICULTURE,2,3,3,T,142,Mr,3,CI-4P,1,NORD OUEST,Tabarka,ES,0,Jendouba,698854,MERCEDES-BENZ,5,2,3,No,M,245G,VP,6,6
INGENIEUR,5,2,5,T,101,Mr,5,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,1,Tunis,223854,TOYOTA,2,2,2,No,M,KSP130LCHMR,VP,4,4
EMPLOYE,2,4,3,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,0,Tunis,756054,VOLKSWAGEN,5,2,2,No,M,9N30B41,VP,2,2
PARAMEDICAL,4,5,4,T,132,Mr,2,CI-4P,1,SAHEL,Msaken,ES,0,Sousse,498654,RENAULT,5,2,3,No,M,KCOFAF,VP,2,2
PROFESSIONNEL_CONSULTANT_EXPERT,5,5,4,T,101,Mr,2,CI-3P,4,TUNIS CENTRE,Le Bardo,ES,0,Tunis,165054,PEUGEOT,5,2,3,No,M,GJHFXB,VP,2,2
TECHNICIEN,3,3,3,T,151,Mme,3,CI-2P,1,SAHEL,Hammam Sousse,ES,1,Sousse,591254,VOLKSWAGEN,2,2,4,No,F,SAAA82,u1,5,5
INGENIEUR,3,3,3,T,197,Mr,8,CI-4P,1,TUNIS CENTRE,Raoued,ES,1,Ariana,435654,RENAULT,5,2,4,No,M,DZ1H06,VP,3,3
EMPLOYE,3,4,2,T,101,Mr,9,CI-4P,5,TUNIS CENTRE,Ben Arous,ES,1,Ben Arous,884854,OPEL,2,2,2,No,M,MPL1062F644,VP,2,2
RETRAITE,6,3,2,T,136,Mr,5,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,877854,KIA,2,2,4,No,M,FX411B,VP,4,4
EMPLOYE,0,3,4,T,116,Entreprise,3,CI-4P,1,TUNIS NORD,Ben Arous,ES,1,Ben Arous,540854,TOYOTA,2,3,3,No,JP,F651LMGMRF,VP,2,2
EMPLOYE,2,6,2,T,101,Mr,8,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,1,Tunis,881854,VOLKSWAGEN,2,2,3,No,M,F40405,u1,1,1
ACTIVITES_COMMERCIALES,1,3,2,T,131,Mr,8,CI-4P,1,CAPBON,Hammamet,DI,1,Nabeul,736654,RENAULT,2,2,3,No,M,BZ1406,VP,2,2
EMPLOYE,4,5,5,T,111,Mr,1,CI-4P,1,SAHEL,Jemmal,ES,0,Monastir,211854,VOLKSWAGEN,5,2,3,No,M,1J,VP,3,3
EDUCATION_FORMATION,4,3,3,T,135,Mme,1,CI-4P,1,TUNIS NORD,Mannouba,ES,1,Mannouba,208254,FIAT,2,2,2,No,F,199BXA1A101,VP,3,3
RESIDENT_A_L'ETRANGER,3,3,2,T,191,Mme,8,CI-4P,1,SAHEL,Sayada Lamta Bou Hajar,DI,0,Monastir,866254,B.M.W.,5,2,6,No,F,730D,VP,6,6
EMPLOYE,2,3,1,T,173,Mme,8,CI-4P,1,TUNIS SUD,Mnihla,ES,0,Ariana,1038054,FIAT,5,2,2,No,F,199BXA1A01E,VP,3,3
EDUCATION_FORMATION,3,3,2,T,132,Mme,4,CI-4P,1,SAHEL,Sousse Ville,ES,1,Sousse,441254,VOLKSWAGEN,2,2,3,No,F,AU,VP,5,5
EMPLOYE,2,6,2,T,113,Mr,3,CI-4P,2,TUNIS CENTRE,Nebeur,ES,1,Kef,741854,PEUGEOT,5,2,3,No,M,RD9HZC,VP,3,3
PARAMEDICAL,4,4,3,T,180,Mme,4,CI-4P,1,CAPBON,Zaghouan,ES,1,Zaghouan,520454,CITROEN,5,2,3,No,F,TJ61T,VP,1,1
EMPLOYE,5,6,3,T,135,Mr,4,CI-4P,2,TUNIS NORD,Mornaguia,DI,1,Mannouba,154654,ISUZU,2,2,4,Yes,M,TFR52H,u1,2,2
EDUCATION_FORMATION,4,3,5,T,109,Mr,1,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,224854,PEUGEOT,2,2,2,No,M,2MHFV0D,VP,3,3
PROFESSIONS_MEDICALES,5,3,3,T,138,Mme,2,CI-4P,1,TUNIS NORD,Mnihla,ES,0,Ariana,412254,TOYOTA,5,2,3,No,F,NCP151LBEMR,VP,4,4
EDUCATION_FORMATION,4,2,1,T,113,Mme,8,CI-5P,1,TUNIS CENTRE,Teboursouk,ES,0,Beja,1046654,VOLKSWAGEN,5,2,2,No,F,AW13C1,VP,5,5
EMPLOYE,4,3,1,T,173,Mr,1,CI-4P,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,1073654,CHEVROLET,2,2,3,No,M,JJ5B3,VP,3,3
EDUCATION_FORMATION,3,2,1,T,112,Mme,8,CI-4P,1,TUNIS CENTRE,Raoued,ES,0,Ariana,1053054,SUZUKI,5,2,2,No,F,KFC42S,VP,3,3
EMPLOYE,2,3,1,T,151,Mr,8,CI-4P,1,SAHEL,Sousse Riadh,ES,0,Sousse,1084654,KIA,5,2,4,No,M,TDS4D2617,VP,3,3
ACTIVITES_COMMERCIALES,5,5,1,T,181,Mr,1,PLATEAU,2,SAHEL,Sidi Bouzid Ouest,DI,0,Sidi Bouzid,1083854,MITSUBISHI,5,2,5,Yes,M,K64TENSL,u1,2,2
EMPLOYE,5,4,5,T,102,Mme,2,CI-4P,1,TUNIS NORD,Mahdia,ES,0,Mahdia,192054,FORD,5,2,3,No,F,JH1UKR,VP,1,1
EDUCATION_FORMATION,3,5,3,T,118,Mme,3,CI-4P,1,SAHEL,Sousse Riadh,ES,1,Sousse,637854,RENAULT,2,2,3,Yes,F,LB270F,VP,1,1
EDUCATION_FORMATION,3,3,1,T,191,Mme,8,CI-4P,1,SAHEL,Ksar Helal,ES,1,Monastir,1052654,CITROEN,2,2,3,No,F,DDHMV0D,VP,4,4
EMPLOYE,3,2,1,T,173,Mme,8,CI-4P,1,TUNIS SUD,Jendouba,ES,1,Jendouba,1127654,SUZUKI,2,2,2,Yes,F,RFL41S,VP,4,4
PROFESSIONS_MEDICALES,3,6,2,T,191,Mme,4,CI-4P,1,SAHEL,Moknine,ES,1,Monastir,868254,PEUGEOT,2,2,4,No,F,4BB2A2,VP,1,1
EMPLOYE,2,2,2,T,144,Mr,8,CI-4P,1,SAHEL,Moknine,ES,0,Monastir,650854,B.M.W.,5,2,4,No,M,8E3105,VP,5,5
RETRAITE,7,4,5,T,110,Mr,2,BREAK,1,TUNIS CENTRE,Houmet Essouk,DI,0,Medenine,182254,MERCEDES-BENZ,5,2,4,No,M,245,VP,5,5
INGENIEUR,2,4,2,T,191,Mr,3,CI-4P,1,SAHEL,Moknine,ES,1,Monastir,693454,B.M.W.,2,2,5,No,M,UD1104,VP,5,5
ACTIVITES_COMMERCIALES,5,3,2,T,173,Mr,3,CI-4P,1,TUNIS SUD,Hammam Lif,DI,0,Ben Arous,763254,PEUGEOT,5,2,3,No,M,8D9HLO,VP,5,5
RETRAITE,4,6,3,T,111,Mr,1,CI-4P,1,SAHEL,Monastir,DI,1,Monastir,290454,B.M.W.,2,2,4,No,M,CI-4P,VP,1,1
PROFESSIONS_MEDICALES,2,3,2,T,191,Mme,4,BREAK,1,SAHEL,Sayada Lamta Bou Hajar,DI,0,Monastir,797854,VOLKSWAGEN,5,2,3,No,F,5N,VP,5,5
ARCHITECTURE_BTP_IMMOBILIER,5,4,3,T,102,Mr,1,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,1,Bizerte,412654,RENAULT,2,2,3,No,M,LB11CF,VP,2,2
ACTIVITES_COMMERCIALES,2,4,3,T,188,Mr,4,PLATEAU,1,CAPBON,Korba,DI,1,Nabeul,691254,PEUGEOT,2,2,5,No,M,NPR77L5DX,u1,4,4
INGENIEUR,4,5,5,T,105,Mr,1,CI-4P,1,TUNIS CENTRE,Mannouba,ES,1,Mannouba,158454,RENAULT,2,2,3,Yes,M,LB270F,VP,2,2
ARCHITECTURE_BTP_IMMOBILIER,3,2,2,T,188,Mr,3,PLATEAU,1,CAPBON,Korba,DI,1,Nabeul,835854,MAHINDRA,2,2,4,No,M,TZ2BKLS,u1,4,4
PROFESSIONS_MEDICALES,5,2,4,T,122,Mr,1,CI-4P,1,TUNIS SUD,El Mourouj,ES,1,Ben Arous,217454,OPEL,2,2,4,No,M,PD6DCBM,VP,4,4
EMPLOYE,4,5,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Ettahrir,ES,1,Tunis,209654,RENAULT,2,2,3,No,M,LB270F,VP,2,2
ACTIVITES_FINACIAIRES_ET_BANCAIRES,3,3,3,T,150,Mr,3,CI-4P,1,TUNIS NORD,El Menzah,ES,0,Tunis,781654,KIA,5,2,4,No,M,A7S4D2617,VP,4,4
METIERS_LEGAUX,6,4,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Soliman,ES,0,Nabeul,103454,RENAULT,5,2,2,No,M,BB2HEF,VP,2,2
RETRAITE,4,1,1,T,122,Mr,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,1,Ben Arous,1093254,MITSUBISHI,2,2,2,No,M,A13ASNMHL,VP,4,4
GERANT_DIRIGEANT,2,5,2,T,151,Mr,8,CI-4P,1,SAHEL,Kairouan Sud,ES,1,Kairouan,872455,VOLKSWAGEN,5,2,4,No,M,9N10B4,VP,3,3
RETRAITE,5,3,2,T,132,Mr,3,BREAK,1,SAHEL,Msaken,ES,0,Sousse,774255,PEUGEOT,5,2,3,No,M,0U9HD81,VP,5,5
RETRAITE,5,3,2,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Mohamadia,DI,1,Ben Arous,155255,PEUGEOT,2,2,3,No,M,AA8HSC,u1,2,2
EDUCATION_FORMATION,3,3,3,T,128,Mme,3,CI-4P,1,TUNIS NORD,El Menzah,ES,1,Tunis,539655,KIA,2,2,3,No,F,IHS6K3615,VP,4,4
ACTIVITES_COMMERCIALES,2,3,3,T,188,Mr,6,CI-4P,1,CAPBON,Korba,ES,1,Nabeul,573055,VOLKSWAGEN,2,2,4,No,M,1K,VP,3,3
RETRAITE,5,4,2,T,111,Mr,8,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,190655,FORD,2,2,3,No,M,JH1UKR,VP,2,2
EDUCATION_FORMATION,4,2,2,T,101,Mme,1,CI-4P,1,TUNIS CENTRE,El Mourouj,ES,0,Ben Arous,163655,FORD,5,2,3,No,F,JA8HB,VP,4,4
ACTIVITES_COMMERCIALES,2,2,2,T,150,Mr,10,CI-4P,1,TUNIS NORD,Le Kef Est,ES,1,Kef,886455,FORD,2,2,4,No,M,DYBD55,VP,4,4
PROFESSIONS_MEDICALES,2,3,2,T,111,Mr,4,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,762255,CITROEN,5,2,3,No,M,LCKFUC,VP,3,3
PROFESSIONS_MEDICALES,1,3,3,T,101,Mme,5,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,1,Tunis,714055,KIA,2,2,3,No,F,BNS4A5615,VP,3,3
RETRAITE,5,5,2,T,118,Mr,2,CI-4P,1,SAHEL,Sousse Riadh,DI,0,Sousse,232855,OPEL,5,2,3,Yes,M,OTGF35,VP,2,2
EMPLOYE,2,2,1,T,151,Mme,9,CI-4P,1,SAHEL,Hammam Sousse,ES,0,Sousse,844455,VOLKSWAGEN,5,2,3,No,F,5G12D1,VP,4,4
EMPLOYE,4,6,3,T,172,Mr,3,CI-2P,1,NORD OUEST,Testour,DI,1,Beja,726455,VOLKSWAGEN,2,2,3,No,M,17,VP,1,1
EMPLOYE,5,2,5,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Ben Arous,ES,1,Ben Arous,178855,HAVAL,2,2,3,No,M,ISAMD2PB1MF,VP,4,4
JOURNALISME,6,3,2,T,807,Mr,8,CI-4P,1,SAHEL,Sayada Lamta Bou Hajar,DI,1,Monastir,846855,TOYOTA,2,2,4,No,M,ALA49L,VP,5,5
PARAMEDICAL,3,5,3,T,151,Mme,3,CI-4P,1,SAHEL,Hammam Sousse,ES,1,Sousse,822655,VOLKSWAGEN,2,2,3,No,F,9N10D4,VP,1,1
EMPLOYE,5,6,2,T,101,Mr,2,CI-4P,1,TUNIS CENTRE,La Soukra,ES,0,Ariana,709455,TOYOTA,5,2,2,No,M,KSP130LCHMR,VP,4,4
RETRAITE,6,3,3,T,168,Mr,2,CI-4P,1,CAPBON,Takelsa,DI,0,Nabeul,798455,MERCEDES-BENZ,5,2,5,No,M,212002,VP,4,4
RETRAITE,5,6,2,T,128,Mme,1,CI-4P,1,TUNIS NORD,El Omrane Superieur,ES,0,Tunis,584055,AUDI,5,2,3,No,F,81EP1A,VP,1,1
EDUCATION_FORMATION,3,4,3,T,191,Mr,3,CI-4P,1,SAHEL,Moknine,DI,1,Monastir,792655,RENAULT,2,2,3,No,M,BMSF05,VP,2,2
EDUCATION_FORMATION,3,5,4,T,101,Mme,2,CI-4P,1,TUNIS CENTRE,Mejez El Bab,ES,1,Beja,459255,RENAULT,2,2,2,No,F,BBOAOF,VP,2,2
PROFESSIONS_MEDICALES,3,6,2,T,144,Mme,8,CI-4P,1,SAHEL,Ksar Helal,ES,1,Monastir,819255,VOLKSWAGEN,2,2,3,No,F,6N10H4,VP,1,1
DIRECTEUR,3,2,2,T,112,Mme,5,CI-4P,1,TUNIS CENTRE,Megrine,ES,1,Ben Arous,504855,NISSAN,2,2,3,No,F,SJNFEAF15,VP,5,5
INGENIEUR,4,3,2,T,103,Mr,1,CI-4P,1,SAHEL,Sousse Jaouhara,ES,0,Sousse,497255,KIA,5,2,4,No,M,FK411,VP,3,3
EMPLOYE,3,6,2,T,191,Mr,4,CI-4P,1,SAHEL,Moknine,ES,0,Monastir,855455,RENAULT,5,2,3,No,M,BB2L05,VP,4,4
RETRAITE,5,1,1,T,103,Mr,5,CAMIONNETTE,1,SAHEL,Ouerdanine,DI,1,Monastir,1009455,ISUZU,2,2,4,No,M,TFR54JSL,u1,4,4
PARAMEDICAL,2,3,1,T,132,Mme,2,CI-4P,1,SAHEL,Msaken,ES,1,Sousse,679855,PEUGEOT,2,2,3,No,F,2BKFWA,VP,3,3
PROFESSIONS_MEDICALES,2,4,2,T,144,Mme,8,CI-4P,1,SAHEL,Teboulba,DI,0,Monastir,1011055,MERCEDES-BENZ,5,2,4,No,F,204,VP,4,4
EDUCATION_FORMATION,4,5,2,T,122,Mr,1,CI-4P,1,TUNIS SUD,El Mourouj,ES,1,Ben Arous,1024255,RENAULT,2,2,3,No,M,LB11CF,VP,2,2
PROFESSIONS_MEDICALES,2,2,1,T,103,Mr,8,CI-4P,1,SAHEL,Sousse Ville,ES,0,Sousse,825655,CITROEN,5,2,3,No,M,SCHMW0D,VP,4,4
PROFESSIONS_MEDICALES,3,7,3,T,130,Mme,4,CI-4P,5,TUNIS SUD,Ezzahra,ES,1,Ben Arous,581055,DACIA,5,2,4,No,F,EY11,VP,3,3
INGENIEUR,4,5,3,T,147,Entreprise,4,CI-4P,1,TUNIS NORD,Raoued,ES,0,Ariana,785455,RENAULT,5,2,3,No,JP,KCO1CF,VP,2,2
EMPLOYE,3,3,3,T,130,Mme,3,CI-4P,5,TUNIS SUD,Ezzahra,ES,1,Ben Arous,404655,TOYOTA,2,2,3,No,F,NCP151LBEMR,VP,4,4
RETRAITE,5,3,5,T,103,Mr,2,CI-4P,1,SAHEL,Sousse Ville,DI,0,Sousse,237655,RENAULT,5,2,2,No,M,BB8M05,VP,1,1
PROFESSIONS_MEDICALES,2,2,1,T,807,Mr,8,BREAK,1,SAHEL,Gafsa Sud,ES,0,Gafsa,1071255,MAHINDRA,5,2,3,No,M,VE2RBC,VP,4,4
RESIDENT_A_L'ETRANGER,3,4,2,T,191,Mr,8,CI-4P,1,SAHEL,Moknine,DI,0,Monastir,881655,VOLKSWAGEN,5,2,3,No,M,1K,VP,3,3
RETRAITE,5,4,3,T,112,Mr,1,CI-4P,1,TUNIS CENTRE,Ezzahra,ES,1,Ben Arous,207255,PEUGEOT,2,2,3,No,M,2BKFWA,VP,2,2
EMPLOYE,4,2,5,T,112,Mr,4,CI-4P,1,TUNIS CENTRE,Beni Khiar,ES,0,Nabeul,235655,KIA,5,2,3,No,M,IHS6K3615,VP,4,4
TECHNICIEN,2,6,3,T,108,Mr,6,CI-4P,1,NORD OUEST,Beja Nord,ES,0,Beja,771655,FIAT,5,2,2,No,M,176AH55F,VP,1,1
EMPLOYE,6,3,3,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,0,Tunis,645855,HYUNDAI,5,2,2,No,M,AN51BA,VP,2,2
EMPLOYE,2,5,2,T,130,Mr,5,CI-4P,1,TUNIS SUD,Hammam Chatt,ES,1,Ben Arous,845855,PEUGEOT,2,2,2,No,M,2AHFX2,VP,2,2
RETRAITE,5,3,2,T,132,Mr,9,BREAK,1,SAHEL,Ariana Ville,ES,1,Ariana,896855,KIA,2,3,5,No,M,HU824EBA,VP,5,5
OUVRIER,1,3,2,T,103,Mr,5,CAMIONNETTE,1,SAHEL,Kalaa Essghira,DI,1,Sousse,853255,CITROEN,2,2,4,No,M,YCBMFCCJ,u1,2,2
TAXI_LOUAGE_TRASPORT_RURAL,4,5,2,T,132,Mr,1,CI-4P,1,SAHEL,Msaken,ES,0,Sousse,291055,RENAULT,5,2,2,No,M,BBOAOF,VP,2,2
PROFESSIONS_MEDICALES,1,3,3,T,101,Mme,4,CI-4P,1,TUNIS CENTRE,Bab Bhar,ES,0,Tunis,769455,RENAULT,5,2,3,No,F,5ROKOH,VP,4,4
RESIDENT_A_L'ETRANGER,2,3,1,T,808,Mr,4,CI-2P,1,CAPBON,Hammamet,ES,0,Nabeul,753055,B.M.W.,5,2,6,No,M,LZ31,VP,3,3
RETRAITE,5,3,5,T,103,Mr,1,CI-4P,1,SAHEL,Sousse Ville,ES,0,Sousse,224255,VOLKSWAGEN,5,2,3,No,M,NSP150LBEMD,VP,4,4
EDUCATION_FORMATION,4,6,2,T,188,Mr,4,CI-4P,1,CAPBON,Beni Khalled,ES,1,Nabeul,837255,OPEL,2,2,3,No,M,FCC-58,VP,1,1
EDUCATION_FORMATION,3,3,2,T,143,Mme,3,BREAK,1,CAPBON,Nabeul,DI,0,Nabeul,1028055,NISSAN,5,2,3,No,F,FCAJ10,VP,4,4
RETRAITE,5,4,5,T,109,Mme,3,CI-4P,1,CAPBON,Raoued,ES,1,Ariana,269655,CITROEN,2,2,2,No,F,FCHFXL,VP,2,2
EMPLOYE,4,6,3,T,191,Mr,1,CI-4P,1,SAHEL,Moknine,DI,1,Monastir,752855,VOLKSWAGEN,2,2,4,Yes,M,3BG,VP,2,2
